Categorii de someri, Sexe, Macroregiuni  regiuni de dezvoltare si judete, Perioade, UM: Numar persoane, Valoare
- Primar  gimnazial si profesional, Feminin, Timis, Anul 2017, Numar persoane, 349
- Primar  gimnazial si profesional, Feminin, Timis, Anul 2018, Numar persoane, 337
- Primar  gimnazial si profesional, Feminin, Timis, Anul 2019, Numar persoane, 347
- Primar  gimnazial si profesional, Feminin, Timis, Anul 2020, Numar persoane, 673
- Primar  gimnazial si profesional, Feminin, Timis, Anul 2021, Numar persoane, 364
- Primar  gimnazial si profesional, Feminin, Timis, Anul 2022, Numar persoane, 211
- Primar  gimnazial si profesional, Feminin, Timis, Anul 2023, Numar persoane, 399
- Liceal si postliceal, Feminin, MACROREGIUNEA UNU, Anul 2011, Numar persoane, 7479
- Liceal si postliceal, Feminin, MACROREGIUNEA UNU, Anul 2012, Numar persoane, 7292
- Liceal si postliceal, Feminin, MACROREGIUNEA UNU, Anul 2013, Numar persoane, 7158
- Liceal si postliceal, Feminin, MACROREGIUNEA UNU, Anul 2014, Numar persoane, 4854
- Liceal si postliceal, Feminin, MACROREGIUNEA UNU, Anul 2015, Numar persoane, 3870
- Liceal si postliceal, Feminin, MACROREGIUNEA UNU, Anul 2016, Numar persoane, 3429
- Liceal si postliceal, Feminin, MACROREGIUNEA UNU, Anul 2017, Numar persoane, 2929
- Liceal si postliceal, Feminin, MACROREGIUNEA UNU, Anul 2018, Numar persoane, 2936
- Liceal si postliceal, Feminin, MACROREGIUNEA UNU, Anul 2019, Numar persoane, 2881
- Liceal si postliceal, Feminin, MACROREGIUNEA UNU, Anul 2020, Numar persoane, 6212
- Liceal si postliceal, Feminin, MACROREGIUNEA UNU, Anul 2021, Numar persoane, 3035
- Liceal si postliceal, Feminin, MACROREGIUNEA UNU, Anul 2022, Numar persoane, 2366
- Liceal si postliceal, Feminin, MACROREGIUNEA UNU, Anul 2023, Numar persoane, 2831
- Liceal si postliceal, Feminin, Regiunea NORD-VEST, Anul 2011, Numar persoane, 3597
- Liceal si postliceal, Feminin, Regiunea NORD-VEST, Anul 2012, Numar persoane, 3590
- Liceal si postliceal, Feminin, Regiunea NORD-VEST, Anul 2013, Numar persoane, 3499
- Liceal si postliceal, Feminin, Regiunea NORD-VEST, Anul 2014, Numar persoane, 2295
- Liceal si postliceal, Feminin, Regiunea NORD-VEST, Anul 2015, Numar persoane, 1871
- Liceal si postliceal, Feminin, Regiunea NORD-VEST, Anul 2016, Numar persoane, 1764
- Liceal si postliceal, Feminin, Regiunea NORD-VEST, Anul 2017, Numar persoane, 1443
- Liceal si postliceal, Feminin, Regiunea NORD-VEST, Anul 2018, Numar persoane, 1485
- Liceal si postliceal, Feminin, Regiunea NORD-VEST, Anul 2019, Numar persoane, 1498
- Liceal si postliceal, Feminin, Regiunea NORD-VEST, Anul 2020, Numar persoane, 3107
- Liceal si postliceal, Feminin, Regiunea NORD-VEST, Anul 2021, Numar persoane, 1570
- Liceal si postliceal, Feminin, Regiunea NORD-VEST, Anul 2022, Numar persoane, 1223
- Liceal si postliceal, Feminin, Regiunea NORD-VEST, Anul 2023, Numar persoane, 1485
- Liceal si postliceal, Feminin, Bihor, Anul 2011, Numar persoane, 900
- Liceal si postliceal, Feminin, Bihor, Anul 2012, Numar persoane, 750
- Liceal si postliceal, Feminin, Bihor, Anul 2013, Numar persoane, 780
- Liceal si postliceal, Feminin, Bihor, Anul 2014, Numar persoane, 518
- Liceal si postliceal, Feminin, Bihor, Anul 2015, Numar persoane, 498
- Liceal si postliceal, Feminin, Bihor, Anul 2016, Numar persoane, 365
- Liceal si postliceal, Feminin, Bihor, Anul 2017, Numar persoane, 342
- Liceal si postliceal, Feminin, Bihor, Anul 2018, Numar persoane, 316
- Liceal si postliceal, Feminin, Bihor, Anul 2019, Numar persoane, 389
- Liceal si postliceal, Feminin, Bihor, Anul 2020, Numar persoane, 801
- Liceal si postliceal, Feminin, Bihor, Anul 2021, Numar persoane, 358
- Liceal si postliceal, Feminin, Bihor, Anul 2022, Numar persoane, 278
- Liceal si postliceal, Feminin, Bihor, Anul 2023, Numar persoane, 328
- Liceal si postliceal, Feminin, Bistrita-Nasaud, Anul 2011, Numar persoane, 456
- Liceal si postliceal, Feminin, Bistrita-Nasaud, Anul 2012, Numar persoane, 513
- Liceal si postliceal, Feminin, Bistrita-Nasaud, Anul 2013, Numar persoane, 580
- Liceal si postliceal, Feminin, Bistrita-Nasaud, Anul 2014, Numar persoane, 413
- Liceal si postliceal, Feminin, Bistrita-Nasaud, Anul 2015, Numar persoane, 304
- Liceal si postliceal, Feminin, Bistrita-Nasaud, Anul 2016, Numar persoane, 305
- Liceal si postliceal, Feminin, Bistrita-Nasaud, Anul 2017, Numar persoane, 242
- Liceal si postliceal, Feminin, Bistrita-Nasaud, Anul 2018, Numar persoane, 384
- Liceal si postliceal, Feminin, Bistrita-Nasaud, Anul 2019, Numar persoane, 284
- Liceal si postliceal, Feminin, Bistrita-Nasaud, Anul 2020, Numar persoane, 538
- Liceal si postliceal, Feminin, Bistrita-Nasaud, Anul 2021, Numar persoane, 326
- Liceal si postliceal, Feminin, Bistrita-Nasaud, Anul 2022, Numar persoane, 264
- Liceal si postliceal, Feminin, Bistrita-Nasaud, Anul 2023, Numar persoane, 279
- Liceal si postliceal, Feminin, Cluj, Anul 2011, Numar persoane, 932
- Liceal si postliceal, Feminin, Cluj, Anul 2012, Numar persoane, 1144
- Liceal si postliceal, Feminin, Cluj, Anul 2013, Numar persoane, 919
- Liceal si postliceal, Feminin, Cluj, Anul 2014, Numar persoane, 587
- Liceal si postliceal, Feminin, Cluj, Anul 2015, Numar persoane, 432
- Liceal si postliceal, Feminin, Cluj, Anul 2016, Numar persoane, 556
- Liceal si postliceal, Feminin, Cluj, Anul 2017, Numar persoane, 360
- Liceal si postliceal, Feminin, Cluj, Anul 2018, Numar persoane, 266
- Liceal si postliceal, Feminin, Cluj, Anul 2019, Numar persoane, 324
- Liceal si postliceal, Feminin, Cluj, Anul 2020, Numar persoane, 684
- Liceal si postliceal, Feminin, Cluj, Anul 2021, Numar persoane, 277
- Liceal si postliceal, Feminin, Cluj, Anul 2022, Numar persoane, 205
- Liceal si postliceal, Feminin, Cluj, Anul 2023, Numar persoane, 247
- Liceal si postliceal, Feminin, Maramures, Anul 2011, Numar persoane, 462
- Liceal si postliceal, Feminin, Maramures, Anul 2012, Numar persoane, 513
- Liceal si postliceal, Feminin, Maramures, Anul 2013, Numar persoane, 479
- Liceal si postliceal, Feminin, Maramures, Anul 2014, Numar persoane, 308
- Liceal si postliceal, Feminin, Maramures, Anul 2015, Numar persoane, 243
- Liceal si postliceal, Feminin, Maramures, Anul 2016, Numar persoane, 201
- Liceal si postliceal, Feminin, Maramures, Anul 2017, Numar persoane, 206
- Liceal si postliceal, Feminin, Maramures, Anul 2018, Numar persoane, 237
- Liceal si postliceal, Feminin, Maramures, Anul 2019, Numar persoane, 214
- Liceal si postliceal, Feminin, Maramures, Anul 2020, Numar persoane, 412
- Liceal si postliceal, Feminin, Maramures, Anul 2021, Numar persoane, 230
- Liceal si postliceal, Feminin, Maramures, Anul 2022, Numar persoane, 181
- Liceal si postliceal, Feminin, Maramures, Anul 2023, Numar persoane, 233
- Liceal si postliceal, Feminin, Satu Mare, Anul 2011, Numar persoane, 351
- Liceal si postliceal, Feminin, Satu Mare, Anul 2012, Numar persoane, 282
- Liceal si postliceal, Feminin, Satu Mare, Anul 2013, Numar persoane, 303
- Liceal si postliceal, Feminin, Satu Mare, Anul 2014, Numar persoane, 161
- Liceal si postliceal, Feminin, Satu Mare, Anul 2015, Numar persoane, 139
- Liceal si postliceal, Feminin, Satu Mare, Anul 2016, Numar persoane, 126
- Liceal si postliceal, Feminin, Satu Mare, Anul 2017, Numar persoane, 107
- Liceal si postliceal, Feminin, Satu Mare, Anul 2018, Numar persoane, 88
- Liceal si postliceal, Feminin, Satu Mare, Anul 2019, Numar persoane, 98
- Liceal si postliceal, Feminin, Satu Mare, Anul 2020, Numar persoane, 230
- Liceal si postliceal, Feminin, Satu Mare, Anul 2021, Numar persoane, 149
- Liceal si postliceal, Feminin, Satu Mare, Anul 2022, Numar persoane, 102
- Liceal si postliceal, Feminin, Satu Mare, Anul 2023, Numar persoane, 155
- Liceal si postliceal, Feminin, Salaj, Anul 2011, Numar persoane, 496
- Liceal si postliceal, Feminin, Salaj, Anul 2012, Numar persoane, 388
- Liceal si postliceal, Feminin, Salaj, Anul 2013, Numar persoane, 438
- Liceal si postliceal, Feminin, Salaj, Anul 2014, Numar persoane, 308
- Liceal si postliceal, Feminin, Salaj, Anul 2015, Numar persoane, 255
- Liceal si postliceal, Feminin, Salaj, Anul 2016, Numar persoane, 211
- Liceal si postliceal, Feminin, Salaj, Anul 2017, Numar persoane, 186
- Liceal si postliceal, Feminin, Salaj, Anul 2018, Numar persoane, 194
- Liceal si postliceal, Feminin, Salaj, Anul 2019, Numar persoane, 189
- Liceal si postliceal, Feminin, Salaj, Anul 2020, Numar persoane, 442
- Liceal si postliceal, Feminin, Salaj, Anul 2021, Numar persoane, 230
- Liceal si postliceal, Feminin, Salaj, Anul 2022, Numar persoane, 193
- Liceal si postliceal, Feminin, Salaj, Anul 2023, Numar persoane, 243
- Liceal si postliceal, Feminin, Regiunea CENTRU, Anul 2011, Numar persoane, 3882
- Liceal si postliceal, Feminin, Regiunea CENTRU, Anul 2012, Numar persoane, 3702
- Liceal si postliceal, Feminin, Regiunea CENTRU, Anul 2013, Numar persoane, 3659
- Liceal si postliceal, Feminin, Regiunea CENTRU, Anul 2014, Numar persoane, 2559
- Liceal si postliceal, Feminin, Regiunea CENTRU, Anul 2015, Numar persoane, 1999
- Liceal si postliceal, Feminin, Regiunea CENTRU, Anul 2016, Numar persoane, 1665
- Liceal si postliceal, Feminin, Regiunea CENTRU, Anul 2017, Numar persoane, 1486
- Liceal si postliceal, Feminin, Regiunea CENTRU, Anul 2018, Numar persoane, 1451
- Liceal si postliceal, Feminin, Regiunea CENTRU, Anul 2019, Numar persoane, 1383
- Liceal si postliceal, Feminin, Regiunea CENTRU, Anul 2020, Numar persoane, 3105
- Liceal si postliceal, Feminin, Regiunea CENTRU, Anul 2021, Numar persoane, 1465
- Liceal si postliceal, Feminin, Regiunea CENTRU, Anul 2022, Numar persoane, 1143
- Liceal si postliceal, Feminin, Regiunea CENTRU, Anul 2023, Numar persoane, 1346
- Liceal si postliceal, Feminin, Alba, Anul 2011, Numar persoane, 842
- Liceal si postliceal, Feminin, Alba, Anul 2012, Numar persoane, 834
- Liceal si postliceal, Feminin, Alba, Anul 2013, Numar persoane, 675
- Liceal si postliceal, Feminin, Alba, Anul 2014, Numar persoane, 554
- Liceal si postliceal, Feminin, Alba, Anul 2015, Numar persoane, 496
- Liceal si postliceal, Feminin, Alba, Anul 2016, Numar persoane, 435
- Liceal si postliceal, Feminin, Alba, Anul 2017, Numar persoane, 424
- Liceal si postliceal, Feminin, Alba, Anul 2018, Numar persoane, 373
- Liceal si postliceal, Feminin, Alba, Anul 2019, Numar persoane, 383
- Liceal si postliceal, Feminin, Alba, Anul 2020, Numar persoane, 653
- Liceal si postliceal, Feminin, Alba, Anul 2021, Numar persoane, 366
- Liceal si postliceal, Feminin, Alba, Anul 2022, Numar persoane, 297
- Liceal si postliceal, Feminin, Alba, Anul 2023, Numar persoane, 387
- Liceal si postliceal, Feminin, Brasov, Anul 2011, Numar persoane, 734
- Liceal si postliceal, Feminin, Brasov, Anul 2012, Numar persoane, 675
- Liceal si postliceal, Feminin, Brasov, Anul 2013, Numar persoane, 748
- Liceal si postliceal, Feminin, Brasov, Anul 2014, Numar persoane, 464
- Liceal si postliceal, Feminin, Brasov, Anul 2015, Numar persoane, 305
- Liceal si postliceal, Feminin, Brasov, Anul 2016, Numar persoane, 221
- Liceal si postliceal, Feminin, Brasov, Anul 2017, Numar persoane, 210
- Liceal si postliceal, Feminin, Brasov, Anul 2018, Numar persoane, 186
- Liceal si postliceal, Feminin, Brasov, Anul 2019, Numar persoane, 191
- Liceal si postliceal, Feminin, Brasov, Anul 2020, Numar persoane, 452
- Liceal si postliceal, Feminin, Brasov, Anul 2021, Numar persoane, 238
- Liceal si postliceal, Feminin, Brasov, Anul 2022, Numar persoane, 155
- Liceal si postliceal, Feminin, Brasov, Anul 2023, Numar persoane, 186
- Liceal si postliceal, Feminin, Covasna, Anul 2011, Numar persoane, 309
- Liceal si postliceal, Feminin, Covasna, Anul 2012, Numar persoane, 272
- Liceal si postliceal, Feminin, Covasna, Anul 2013, Numar persoane, 293
- Liceal si postliceal, Feminin, Covasna, Anul 2014, Numar persoane, 177
- Liceal si postliceal, Feminin, Covasna, Anul 2015, Numar persoane, 149
- Liceal si postliceal, Feminin, Covasna, Anul 2016, Numar persoane, 118
- Liceal si postliceal, Feminin, Covasna, Anul 2017, Numar persoane, 119
- Liceal si postliceal, Feminin, Covasna, Anul 2018, Numar persoane, 90
- Liceal si postliceal, Feminin, Covasna, Anul 2019, Numar persoane, 114
- Liceal si postliceal, Feminin, Covasna, Anul 2020, Numar persoane, 330
- Liceal si postliceal, Feminin, Covasna, Anul 2021, Numar persoane, 141
- Liceal si postliceal, Feminin, Covasna, Anul 2022, Numar persoane, 89
- Liceal si postliceal, Feminin, Covasna, Anul 2023, Numar persoane, 115
- Liceal si postliceal, Feminin, Harghita, Anul 2011, Numar persoane, 652
- Liceal si postliceal, Feminin, Harghita, Anul 2012, Numar persoane, 683
- Liceal si postliceal, Feminin, Harghita, Anul 2013, Numar persoane, 702
- Liceal si postliceal, Feminin, Harghita, Anul 2014, Numar persoane, 548
- Liceal si postliceal, Feminin, Harghita, Anul 2015, Numar persoane, 402
- Liceal si postliceal, Feminin, Harghita, Anul 2016, Numar persoane, 391
- Liceal si postliceal, Feminin, Harghita, Anul 2017, Numar persoane, 322
- Liceal si postliceal, Feminin, Harghita, Anul 2018, Numar persoane, 350
- Liceal si postliceal, Feminin, Harghita, Anul 2019, Numar persoane, 290
- Liceal si postliceal, Feminin, Harghita, Anul 2020, Numar persoane, 686
- Liceal si postliceal, Feminin, Harghita, Anul 2021, Numar persoane, 240
- Liceal si postliceal, Feminin, Harghita, Anul 2022, Numar persoane, 237
- Liceal si postliceal, Feminin, Harghita, Anul 2023, Numar persoane, 255
- Liceal si postliceal, Feminin, Mures, Anul 2011, Numar persoane, 832
- Liceal si postliceal, Feminin, Mures, Anul 2012, Numar persoane, 706
- Liceal si postliceal, Feminin, Mures, Anul 2013, Numar persoane, 710
- Liceal si postliceal, Feminin, Mures, Anul 2014, Numar persoane, 429
- Liceal si postliceal, Feminin, Mures, Anul 2015, Numar persoane, 348
- Liceal si postliceal, Feminin, Mures, Anul 2016, Numar persoane, 324
- Liceal si postliceal, Feminin, Mures, Anul 2017, Numar persoane, 230
- Liceal si postliceal, Feminin, Mures, Anul 2018, Numar persoane, 229
- Liceal si postliceal, Feminin, Mures, Anul 2019, Numar persoane, 201
- Liceal si postliceal, Feminin, Mures, Anul 2020, Numar persoane, 477
- Liceal si postliceal, Feminin, Mures, Anul 2021, Numar persoane, 266
- Liceal si postliceal, Feminin, Mures, Anul 2022, Numar persoane, 209
- Liceal si postliceal, Feminin, Mures, Anul 2023, Numar persoane, 221
- Liceal si postliceal, Feminin, Sibiu, Anul 2011, Numar persoane, 513
- Liceal si postliceal, Feminin, Sibiu, Anul 2012, Numar persoane, 532
- Liceal si postliceal, Feminin, Sibiu, Anul 2013, Numar persoane, 531
- Liceal si postliceal, Feminin, Sibiu, Anul 2014, Numar persoane, 387
- Liceal si postliceal, Feminin, Sibiu, Anul 2015, Numar persoane, 299
- Liceal si postliceal, Feminin, Sibiu, Anul 2016, Numar persoane, 176
- Liceal si postliceal, Feminin, Sibiu, Anul 2017, Numar persoane, 181
- Liceal si postliceal, Feminin, Sibiu, Anul 2018, Numar persoane, 223
- Liceal si postliceal, Feminin, Sibiu, Anul 2019, Numar persoane, 204
- Liceal si postliceal, Feminin, Sibiu, Anul 2020, Numar persoane, 507
- Liceal si postliceal, Feminin, Sibiu, Anul 2021, Numar persoane, 214
- Liceal si postliceal, Feminin, Sibiu, Anul 2022, Numar persoane, 156
- Liceal si postliceal, Feminin, Sibiu, Anul 2023, Numar persoane, 182
- Liceal si postliceal, Feminin, MACROREGIUNEA DOI, Anul 2011, Numar persoane, 6305
- Liceal si postliceal, Feminin, MACROREGIUNEA DOI, Anul 2012, Numar persoane, 6144
- Liceal si postliceal, Feminin, MACROREGIUNEA DOI, Anul 2013, Numar persoane, 6741
- Liceal si postliceal, Feminin, MACROREGIUNEA DOI, Anul 2014, Numar persoane, 4891
- Liceal si postliceal, Feminin, MACROREGIUNEA DOI, Anul 2015, Numar persoane, 3972
- Liceal si postliceal, Feminin, MACROREGIUNEA DOI, Anul 2016, Numar persoane, 3494
- Liceal si postliceal, Feminin, MACROREGIUNEA DOI, Anul 2017, Numar persoane, 3521
- Liceal si postliceal, Feminin, MACROREGIUNEA DOI, Anul 2018, Numar persoane, 3173
- Liceal si postliceal, Feminin, MACROREGIUNEA DOI, Anul 2019, Numar persoane, 3255
- Liceal si postliceal, Feminin, MACROREGIUNEA DOI, Anul 2020, Numar persoane, 5350
- Liceal si postliceal, Feminin, MACROREGIUNEA DOI, Anul 2021, Numar persoane, 2993
- Liceal si postliceal, Feminin, MACROREGIUNEA DOI, Anul 2022, Numar persoane, 2523
- Liceal si postliceal, Feminin, MACROREGIUNEA DOI, Anul 2023, Numar persoane, 2919
- Liceal si postliceal, Feminin, Regiunea NORD-EST, Anul 2011, Numar persoane, 3303
- Liceal si postliceal, Feminin, Regiunea NORD-EST, Anul 2012, Numar persoane, 2964
- Liceal si postliceal, Feminin, Regiunea NORD-EST, Anul 2013, Numar persoane, 3327
- Liceal si postliceal, Feminin, Regiunea NORD-EST, Anul 2014, Numar persoane, 2416
- Liceal si postliceal, Feminin, Regiunea NORD-EST, Anul 2015, Numar persoane, 1909
- Liceal si postliceal, Feminin, Regiunea NORD-EST, Anul 2016, Numar persoane, 1910
- Liceal si postliceal, Feminin, Regiunea NORD-EST, Anul 2017, Numar persoane, 1436
- Liceal si postliceal, Feminin, Regiunea NORD-EST, Anul 2018, Numar persoane, 1530
- Liceal si postliceal, Feminin, Regiunea NORD-EST, Anul 2019, Numar persoane, 1510
- Liceal si postliceal, Feminin, Regiunea NORD-EST, Anul 2020, Numar persoane, 2719
- Liceal si postliceal, Feminin, Regiunea NORD-EST, Anul 2021, Numar persoane, 1383
- Liceal si postliceal, Feminin, Regiunea NORD-EST, Anul 2022, Numar persoane, 1241
- Liceal si postliceal, Feminin, Regiunea NORD-EST, Anul 2023, Numar persoane, 1376
- Liceal si postliceal, Feminin, Bacau, Anul 2011, Numar persoane, 740
- Liceal si postliceal, Feminin, Bacau, Anul 2012, Numar persoane, 592
- Liceal si postliceal, Feminin, Bacau, Anul 2013, Numar persoane, 849
- Liceal si postliceal, Feminin, Bacau, Anul 2014, Numar persoane, 539
- Liceal si postliceal, Feminin, Bacau, Anul 2015, Numar persoane, 385
- Liceal si postliceal, Feminin, Bacau, Anul 2016, Numar persoane, 401
- Liceal si postliceal, Feminin, Bacau, Anul 2017, Numar persoane, 220
- Liceal si postliceal, Feminin, Bacau, Anul 2018, Numar persoane, 280
- Liceal si postliceal, Feminin, Bacau, Anul 2019, Numar persoane, 257
- Liceal si postliceal, Feminin, Bacau, Anul 2020, Numar persoane, 350
- Liceal si postliceal, Feminin, Bacau, Anul 2021, Numar persoane, 239
- Liceal si postliceal, Feminin, Bacau, Anul 2022, Numar persoane, 223
- Liceal si postliceal, Feminin, Bacau, Anul 2023, Numar persoane, 269
- Liceal si postliceal, Feminin, Botosani, Anul 2011, Numar persoane, 325
- Liceal si postliceal, Feminin, Botosani, Anul 2012, Numar persoane, 257
- Liceal si postliceal, Feminin, Botosani, Anul 2013, Numar persoane, 289
- Liceal si postliceal, Feminin, Botosani, Anul 2014, Numar persoane, 200
- Liceal si postliceal, Feminin, Botosani, Anul 2015, Numar persoane, 167
- Liceal si postliceal, Feminin, Botosani, Anul 2016, Numar persoane, 128
- Liceal si postliceal, Feminin, Botosani, Anul 2017, Numar persoane, 127
- Liceal si postliceal, Feminin, Botosani, Anul 2018, Numar persoane, 124
- Liceal si postliceal, Feminin, Botosani, Anul 2019, Numar persoane, 162
- Liceal si postliceal, Feminin, Botosani, Anul 2020, Numar persoane, 227
- Liceal si postliceal, Feminin, Botosani, Anul 2021, Numar persoane, 113
- Liceal si postliceal, Feminin, Botosani, Anul 2022, Numar persoane, 93
- Liceal si postliceal, Feminin, Botosani, Anul 2023, Numar persoane, 125
- Liceal si postliceal, Feminin, Iasi, Anul 2011, Numar persoane, 564
- Liceal si postliceal, Feminin, Iasi, Anul 2012, Numar persoane, 463
- Liceal si postliceal, Feminin, Iasi, Anul 2013, Numar persoane, 425
- Liceal si postliceal, Feminin, Iasi, Anul 2014, Numar persoane, 298
- Liceal si postliceal, Feminin, Iasi, Anul 2015, Numar persoane, 224
- Liceal si postliceal, Feminin, Iasi, Anul 2016, Numar persoane, 135
- Liceal si postliceal, Feminin, Iasi, Anul 2017, Numar persoane, 149
- Liceal si postliceal, Feminin, Iasi, Anul 2018, Numar persoane, 149
- Liceal si postliceal, Feminin, Iasi, Anul 2019, Numar persoane, 143
- Liceal si postliceal, Feminin, Iasi, Anul 2020, Numar persoane, 337
- Liceal si postliceal, Feminin, Iasi, Anul 2021, Numar persoane, 161
- Liceal si postliceal, Feminin, Iasi, Anul 2022, Numar persoane, 135
- Liceal si postliceal, Feminin, Iasi, Anul 2023, Numar persoane, 154
- Liceal si postliceal, Feminin, Neamt, Anul 2011, Numar persoane, 448
- Liceal si postliceal, Feminin, Neamt, Anul 2012, Numar persoane, 451
- Liceal si postliceal, Feminin, Neamt, Anul 2013, Numar persoane, 499
- Liceal si postliceal, Feminin, Neamt, Anul 2014, Numar persoane, 381
- Liceal si postliceal, Feminin, Neamt, Anul 2015, Numar persoane, 318
- Liceal si postliceal, Feminin, Neamt, Anul 2016, Numar persoane, 398
- Liceal si postliceal, Feminin, Neamt, Anul 2017, Numar persoane, 223
- Liceal si postliceal, Feminin, Neamt, Anul 2018, Numar persoane, 240
- Liceal si postliceal, Feminin, Neamt, Anul 2019, Numar persoane, 219
- Liceal si postliceal, Feminin, Neamt, Anul 2020, Numar persoane, 565
- Liceal si postliceal, Feminin, Neamt, Anul 2021, Numar persoane, 229
- Liceal si postliceal, Feminin, Neamt, Anul 2022, Numar persoane, 207
- Liceal si postliceal, Feminin, Neamt, Anul 2023, Numar persoane, 241
- Liceal si postliceal, Feminin, Suceava, Anul 2011, Numar persoane, 806
- Liceal si postliceal, Feminin, Suceava, Anul 2012, Numar persoane, 745
- Liceal si postliceal, Feminin, Suceava, Anul 2013, Numar persoane, 824
- Liceal si postliceal, Feminin, Suceava, Anul 2014, Numar persoane, 654
- Liceal si postliceal, Feminin, Suceava, Anul 2015, Numar persoane, 599
- Liceal si postliceal, Feminin, Suceava, Anul 2016, Numar persoane, 542
- Liceal si postliceal, Feminin, Suceava, Anul 2017, Numar persoane, 515
- Liceal si postliceal, Feminin, Suceava, Anul 2018, Numar persoane, 536
- Liceal si postliceal, Feminin, Suceava, Anul 2019, Numar persoane, 542
- Liceal si postliceal, Feminin, Suceava, Anul 2020, Numar persoane, 884
- Liceal si postliceal, Feminin, Suceava, Anul 2021, Numar persoane, 465
- Liceal si postliceal, Feminin, Suceava, Anul 2022, Numar persoane, 446
- Liceal si postliceal, Feminin, Suceava, Anul 2023, Numar persoane, 443
- Liceal si postliceal, Feminin, Vaslui, Anul 2011, Numar persoane, 420
- Liceal si postliceal, Feminin, Vaslui, Anul 2012, Numar persoane, 456
- Liceal si postliceal, Feminin, Vaslui, Anul 2013, Numar persoane, 441
- Liceal si postliceal, Feminin, Vaslui, Anul 2014, Numar persoane, 344
- Liceal si postliceal, Feminin, Vaslui, Anul 2015, Numar persoane, 216
- Liceal si postliceal, Feminin, Vaslui, Anul 2016, Numar persoane, 306
- Liceal si postliceal, Feminin, Vaslui, Anul 2017, Numar persoane, 202
- Liceal si postliceal, Feminin, Vaslui, Anul 2018, Numar persoane, 201
- Liceal si postliceal, Feminin, Vaslui, Anul 2019, Numar persoane, 187
- Liceal si postliceal, Feminin, Vaslui, Anul 2020, Numar persoane, 356
- Liceal si postliceal, Feminin, Vaslui, Anul 2021, Numar persoane, 176
- Liceal si postliceal, Feminin, Vaslui, Anul 2022, Numar persoane, 137
- Liceal si postliceal, Feminin, Vaslui, Anul 2023, Numar persoane, 144
- Liceal si postliceal, Feminin, Regiunea SUD-EST, Anul 2011, Numar persoane, 3002
- Liceal si postliceal, Feminin, Regiunea SUD-EST, Anul 2012, Numar persoane, 3180
- Liceal si postliceal, Feminin, Regiunea SUD-EST, Anul 2013, Numar persoane, 3414
- Liceal si postliceal, Feminin, Regiunea SUD-EST, Anul 2014, Numar persoane, 2475
- Liceal si postliceal, Feminin, Regiunea SUD-EST, Anul 2015, Numar persoane, 2063
- Liceal si postliceal, Feminin, Regiunea SUD-EST, Anul 2016, Numar persoane, 1584
- Liceal si postliceal, Feminin, Regiunea SUD-EST, Anul 2017, Numar persoane, 2085
- Liceal si postliceal, Feminin, Regiunea SUD-EST, Anul 2018, Numar persoane, 1643
- Liceal si postliceal, Feminin, Regiunea SUD-EST, Anul 2019, Numar persoane, 1745
- Liceal si postliceal, Feminin, Regiunea SUD-EST, Anul 2020, Numar persoane, 2631
- Liceal si postliceal, Feminin, Regiunea SUD-EST, Anul 2021, Numar persoane, 1610
- Liceal si postliceal, Feminin, Regiunea SUD-EST, Anul 2022, Numar persoane, 1282
- Liceal si postliceal, Feminin, Regiunea SUD-EST, Anul 2023, Numar persoane, 1543
- Liceal si postliceal, Feminin, Braila, Anul 2011, Numar persoane, 252
- Liceal si postliceal, Feminin, Braila, Anul 2012, Numar persoane, 249
- Liceal si postliceal, Feminin, Braila, Anul 2013, Numar persoane, 297
- Liceal si postliceal, Feminin, Braila, Anul 2014, Numar persoane, 196
- Liceal si postliceal, Feminin, Braila, Anul 2015, Numar persoane, 154
- Liceal si postliceal, Feminin, Braila, Anul 2016, Numar persoane, 149
- Liceal si postliceal, Feminin, Braila, Anul 2017, Numar persoane, 87
- Liceal si postliceal, Feminin, Braila, Anul 2018, Numar persoane, 136
- Liceal si postliceal, Feminin, Braila, Anul 2019, Numar persoane, 107
- Liceal si postliceal, Feminin, Braila, Anul 2020, Numar persoane, 214
- Liceal si postliceal, Feminin, Braila, Anul 2021, Numar persoane, 123
- Liceal si postliceal, Feminin, Braila, Anul 2022, Numar persoane, 67
- Liceal si postliceal, Feminin, Braila, Anul 2023, Numar persoane, 101
- Liceal si postliceal, Feminin, Buzau, Anul 2011, Numar persoane, 503
- Liceal si postliceal, Feminin, Buzau, Anul 2012, Numar persoane, 524
- Liceal si postliceal, Feminin, Buzau, Anul 2013, Numar persoane, 560
- Liceal si postliceal, Feminin, Buzau, Anul 2014, Numar persoane, 438
- Liceal si postliceal, Feminin, Buzau, Anul 2015, Numar persoane, 388
- Liceal si postliceal, Feminin, Buzau, Anul 2016, Numar persoane, 168
- Liceal si postliceal, Feminin, Buzau, Anul 2017, Numar persoane, 239
- Liceal si postliceal, Feminin, Buzau, Anul 2018, Numar persoane, 303
- Liceal si postliceal, Feminin, Buzau, Anul 2019, Numar persoane, 250
- Liceal si postliceal, Feminin, Buzau, Anul 2020, Numar persoane, 468
- Liceal si postliceal, Feminin, Buzau, Anul 2021, Numar persoane, 289
- Liceal si postliceal, Feminin, Buzau, Anul 2022, Numar persoane, 174
- Liceal si postliceal, Feminin, Buzau, Anul 2023, Numar persoane, 230
